LAT;;;;;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783;22.2783
LON;;;;;114.175;114.175;114.175;114.175;114.175;114.175;114.175;114.175;114.175;114.175;114.175
ASL;;;;;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000;60.0000
CITY;;;;;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong
DOMAIN;;;;;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02;NEMSAS02
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;sfc;sfc;10 m above gnd;10 m above gnd;80 m above gnd;80 m above gnd;900 mb;900 mb
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Total Precipitation (high resolution);Sunshine Duration;Wind Speed;Wind Direction;Wind Speed;Wind Direction;Wind Speed;Wind Direction
UNIT;;;;;°C;%;hPa;mm;min;km/h;°;km/h;°;km/h;°
AGGREGATION;;;;;;;;;;;;;;;
UTC_OFFSET;;;;;8;8;8;8;8;8;8;8;8;8;8

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation (high resolution)  [sfc];Sunshine Duration  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb]
2019;01;26;20;00;17.10;76.00;1022.90;0.00;0.00;29.16;90.00;36.01;91.15;25.81;50.09
2019;01;26;21;00;17.52;76.00;1023.20;0.00;0.00;32.40;90.00;38.52;90.54;26.76;56.52
2019;01;26;22;00;16.83;76.00;1023.50;0.00;0.00;33.51;87.54;40.33;88.47;29.88;58.80
2019;01;26;23;00;17.19;76.00;1023.80;0.00;0.00;34.43;83.40;40.16;84.34;32.87;61.19
2019;01;27;00;00;17.02;78.00;1023.80;0.00;0.00;35.23;78.80;41.73;79.56;32.04;64.01
2019;01;27;01;00;16.03;80.00;1023.70;0.00;0.00;33.88;75.23;40.08;75.96;28.36;66.04
2019;01;27;02;00;15.75;79.00;1023.80;0.00;0.00;34.42;74.22;40.70;74.61;23.40;67.38
2019;01;27;03;00;15.17;81.00;1023.80;0.00;0.00;34.15;71.57;39.62;72.55;21.41;70.35
2019;01;27;04;00;14.95;78.00;1023.70;0.00;0.00;34.61;71.19;40.53;71.89;20.39;69.33
2019;01;27;05;00;14.45;75.00;1023.70;0.00;0.00;34.95;71.38;40.19;71.73;19.19;66.80
2019;01;27;06;00;14.10;75.00;1024.20;0.00;0.00;35.07;70.82;40.76;70.92;18.46;69.44
2019;01;27;07;00;13.75;77.00;1024.50;0.00;0.00;35.53;70.46;40.42;70.76;17.65;73.41
2019;01;27;08;00;13.97;76.00;1024.80;0.00;0.00;36.32;72.10;41.79;72.97;15.60;71.15
2019;01;27;09;00;14.47;74.00;1025.10;0.00;0.00;37.38;74.36;42.09;75.13;12.25;65.70
2019;01;27;10;00;15.01;72.00;1025.30;0.00;0.00;36.59;76.92;41.31;77.42;8.09;57.72
2019;01;27;11;00;15.67;70.00;1025.40;0.00;0.00;35.81;80.16;39.77;80.62;4.33;41.63
2019;01;27;12;00;16.79;68.00;1024.70;0.00;0.00;33.67;83.86;37.61;84.51;2.28;18.43
2019;01;27;13;00;17.80;65.00;1024.00;0.00;0.00;31.34;88.03;33.86;88.17;2.19;350.54
2019;01;27;14;00;18.41;64.00;1023.30;0.00;0.00;29.16;90.00;31.69;91.30;3.76;343.30
2019;01;27;15;00;18.54;65.00;1022.70;0.00;0.00;27.74;92.23;29.93;93.45;4.74;351.25
2019;01;27;16;00;18.27;68.00;1022.10;0.00;44.68;27.09;94.57;29.70;96.26;5.04;360.00
2019;01;27;17;00;17.55;72.00;1021.60;0.00;57.45;26.84;96.93;29.48;98.43;4.90;17.10
2019;01;27;18;00;16.65;79.00;1021.80;0.00;56.81;25.41;97.33;29.18;99.23;5.63;26.57
2019;01;27;19;00;16.27;81.00;1022.00;0.00;0.00;24.39;98.49;28.88;100.05;6.12;28.07
2019;01;27;20;00;16.79;76.00;1021.40;0.00;0.00;26.12;97.13;31.67;98.50;11.75;117.35
2019;01;27;21;00;16.47;81.00;1021.60;0.00;0.00;26.80;96.17;32.28;97.05;12.90;120.14
2019;01;27;22;00;16.54;84.00;1021.90;0.00;0.00;27.83;95.19;34.03;96.07;13.78;123.27
2019;01;27;23;00;17.07;83.00;1022.20;0.00;0.00;29.22;93.53;34.68;94.76;14.78;124.08
2019;01;28;00;00;17.02;87.00;1022.00;0.00;0.00;28.44;90.73;33.84;90.61;16.38;123.34
2019;01;28;01;00;17.12;89.00;1021.80;0.00;0.00;28.08;89.27;32.76;90.00;14.84;129.09
2019;01;28;02;00;17.12;85.00;1021.90;0.00;0.00;29.52;90.00;34.92;90.59;11.81;142.43
2019;01;28;03;00;16.92;87.00;1021.70;0.00;0.00;29.90;87.93;34.92;89.41;8.94;139.90
2019;01;28;04;00;16.78;85.00;1021.60;0.00;0.00;29.93;86.55;34.59;87.61;8.09;122.28
2019;01;28;05;00;16.73;85.00;1021.50;0.00;0.00;29.02;82.87;33.28;84.41;6.83;108.43
2019;01;28;06;00;16.61;86.00;1021.90;0.00;0.00;28.17;79.70;32.79;81.16;7.28;81.47
2019;01;28;07;00;16.39;87.00;1022.40;0.00;0.00;27.94;75.07;31.87;76.28;5.45;82.41
2019;01;28;08;00;16.65;85.00;1022.80;0.00;0.00;28.83;74.05;32.40;75.19;4.74;98.75
2019;01;28;09;00;17.67;78.00;1023.20;0.00;0.00;29.80;78.15;33.33;79.42;5.41;93.81
2019;01;28;10;00;18.77;71.00;1023.70;0.00;0.00;29.95;80.31;33.45;81.96;6.15;69.44
2019;01;28;11;00;19.70;67.00;1023.90;0.00;45.96;29.02;82.87;31.45;84.75;8.65;45.00
2019;01;28;12;00;20.35;63.00;1023.40;0.00;60.00;26.70;86.13;29.18;87.88;11.02;38.37
2019;01;28;13;00;20.77;63.00;1022.60;0.00;59.36;24.48;90.00;26.29;91.57;11.99;41.35
2019;01;28;14;00;21.04;63.00;1022.00;0.00;60.00;22.73;93.63;24.58;95.04;11.97;46.22
2019;01;28;15;00;20.92;64.00;1021.40;0.00;60.00;21.08;97.85;22.25;99.31;12.48;46.17
2019;01;28;16;00;20.39;66.00;1020.90;0.00;60.00;19.84;101.51;21.40;102.63;13.49;43.92
2019;01;28;17;00;19.47;70.00;1020.60;0.00;60.00;18.60;104.57;20.43;104.28;14.26;42.95
2019;01;28;18;00;18.14;78.00;1020.70;0.00;60.00;16.86;106.11;19.59;107.10;14.00;43.96
2019;01;28;19;00;17.44;84.00;1021.00;0.00;10.23;15.03;106.70;19.69;108.10;14.58;57.09
2019;01;28;20;00;17.56;87.00;1020.70;0.00;0.00;14.24;106.14;20.15;108.76;4.10;52.13
2019;01;28;21;00;17.25;89.00;1020.80;0.00;0.00;13.80;105.12;20.72;107.18;5.80;60.26
2019;01;28;22;00;17.01;90.00;1021.10;0.00;0.00;13.63;102.20;20.43;104.28;7.24;63.43
2019;01;28;23;00;16.83;92.00;1021.40;0.00;0.00;13.49;99.21;20.62;102.09;9.36;67.38
2019;01;29;00;00;16.79;92.00;1021.20;0.00;0.00;14.11;95.86;21.43;97.72;11.38;71.57
2019;01;29;01;00;16.64;90.00;1021.10;0.00;0.00;14.78;92.79;22.73;93.63;13.49;80.79
2019;01;29;02;00;16.64;91.00;1021.00;0.00;0.00;16.56;90.00;24.48;90.84;16.20;88.73
2019;01;29;03;00;17.52;91.00;1021.00;0.00;0.00;20.53;87.99;25.21;88.36;19.11;93.24
2019;01;29;04;00;17.53;93.00;1020.90;0.00;0.00;22.46;83.56;26.80;83.83;21.90;99.46
2019;01;29;05;00;17.34;95.00;1020.90;0.00;0.00;23.44;79.38;28.11;80.42;23.80;100.46
2019;01;29;06;00;17.07;91.00;1021.50;0.00;0.00;25.28;79.33;29.95;80.31;23.75;104.04
2019;01;29;07;00;16.76;90.00;1021.90;0.00;0.00;26.21;74.05;30.82;75.80;24.98;105.04
2019;01;29;08;00;17.33;86.00;1022.10;0.00;6.77;27.66;71.80;31.66;72.80;27.07;103.85
2019;01;29;09;00;18.84;78.00;1022.50;0.00;0.00;28.69;72.47;31.90;73.61;29.97;106.04
2019;01;29;10;00;20.03;70.00;1022.80;0.00;35.74;30.22;74.80;33.70;76.41;28.01;107.97
2019;01;29;11;00;20.41;69.00;1023.00;0.00;36.38;30.78;79.22;33.97;80.24;26.53;108.19
2019;01;29;12;00;20.79;66.00;1022.60;0.00;26.17;31.81;84.81;35.71;86.53;25.50;108.95
2019;01;29;13;00;21.33;63.00;1021.90;0.00;23.62;31.35;87.37;34.56;89.40;25.07;105.83
2019;01;29;14;00;21.49;63.00;1021.30;0.00;60.00;30.60;90.00;33.85;91.22;22.35;104.93
2019;01;29;15;00;21.26;65.00;1020.90;0.00;60.00;29.89;91.38;33.17;93.11;20.27;102.31
2019;01;29;16;00;20.95;65.00;1020.60;0.00;60.00;28.84;92.86;32.83;93.77;19.13;101.94
2019;01;29;17;00;20.06;73.00;1020.30;0.00;60.00;26.73;94.64;30.41;96.12;19.13;101.94
2019;01;29;18;00;18.78;82.00;1020.60;0.00;60.00;24.19;94.27;29.27;94.94;20.55;101.11
2019;01;29;19;00;18.29;85.00;1020.90;0.00;10.89;21.99;92.82;28.91;95.00;21.22;104.74
2019;01;29;20;00;18.47;83.00;1020.60;0.00;0.00;19.77;100.49;26.90;102.36;28.09;88.53
2019;01;29;21;00;18.05;87.00;1020.70;0.00;0.00;19.30;98.58;27.05;99.96;28.86;93.58
2019;01;29;22;00;17.86;88.00;1021.00;0.00;0.00;19.52;95.29;28.36;98.03;28.17;100.30
2019;01;29;23;00;17.78;89.00;1021.30;0.00;0.00;20.91;92.96;28.91;95.00;29.43;104.89
2019;01;30;00;00;18.49;88.00;1021.20;0.00;0.00;24.13;91.71;30.26;92.05;28.41;112.34
2019;01;30;01;00;18.28;91.00;1021.30;0.00;0.00;25.20;90.82;29.54;92.10;26.46;123.91
2019;01;30;02;00;18.28;88.00;1021.30;0.00;0.00;24.88;86.68;29.89;88.62;28.35;130.36
2019;01;30;03;00;18.31;88.00;1021.20;0.00;0.00;25.01;83.39;29.66;84.43;28.79;132.47
2019;01;30;04;00;18.03;91.00;1020.90;0.00;0.00;25.15;80.94;30.14;82.45;28.58;139.09
2019;01;30;05;00;17.93;90.00;1020.70;0.00;0.00;25.70;78.69;29.66;79.51;29.91;140.37
2019;01;30;06;00;17.72;91.00;1021.10;0.00;0.00;25.50;76.94;30.22;77.62;34.52;140.50
2019;01;30;07;00;17.11;93.00;1021.40;0.00;0.00;25.42;74.39;30.04;76.13;36.78;139.76
2019;01;30;08;00;17.71;88.00;1021.60;0.00;0.00;26.11;74.81;29.87;74.62;36.44;142.22
2019;01;30;09;00;18.90;81.00;1021.80;0.00;0.00;27.77;76.50;31.09;76.61;35.31;140.79
2019;01;30;10;00;20.03;76.00;1022.00;0.00;0.00;29.09;77.86;32.76;77.95;34.45;145.65
2019;01;30;11;00;20.82;72.00;1022.20;0.00;0.00;29.89;80.99;33.15;81.25;33.99;143.62
2019;01;30;12;00;21.26;70.00;1021.50;0.00;60.00;30.02;84.49;33.64;84.47;33.48;143.75
2019;01;30;13;00;21.63;69.00;1020.70;0.00;60.00;29.89;88.62;33.12;89.38;31.76;144.69
2019;01;30;14;00;21.67;70.00;1020.20;0.00;60.00;29.54;92.10;32.79;92.52;30.68;144.07
2019;01;30;15;00;21.32;73.00;1019.70;0.00;60.00;28.55;95.06;31.88;96.48;28.17;144.89
2019;01;30;16;00;20.97;75.00;1019.30;0.00;60.00;27.24;97.59;30.60;98.80;26.96;145.89
2019;01;30;17;00;20.42;79.00;1019.00;0.00;60.00;25.46;98.13;29.12;98.53;26.06;147.41
2019;01;30;18;00;19.25;86.00;1019.10;0.00;60.00;23.98;97.77;28.00;98.13;24.77;147.46
2019;01;30;19;00;19.21;87.00;1019.40;0.00;7.73;22.46;96.44;26.12;97.13;25.12;152.70
2019;01;30;20;00;18.63;93.00;1019.50;0.00;0.00;16.70;97.43;19.60;97.39;33.15;145.62
2019;01;30;21;00;18.86;92.00;1019.30;0.00;0.00;16.04;99.04;18.23;99.09;35.75;145.67
2019;01;30;22;00;19.15;91.00;1019.30;0.00;0.00;16.45;100.08;19.13;101.94;37.84;145.86
2019;01;30;23;00;19.10;92.00;1019.50;0.00;0.00;15.68;99.25;19.35;99.64;37.68;152.70
2019;01;31;00;00;18.40;97.00;1019.30;0.00;0.00;15.39;100.78;19.84;101.51;36.92;156.43
2019;01;31;01;00;18.73;94.00;1019.10;0.00;0.00;15.11;102.38;18.16;103.76;35.31;163.41
2019;01;31;02;00;18.71;94.00;1019.10;0.00;0.00;13.49;99.21;16.39;98.84;33.75;168.93
2019;01;31;03;00;18.67;94.00;1019.10;0.00;0.00;11.17;91.85;13.34;93.09;33.19;167.47
2019;01;31;04;00;18.76;94.00;1019.00;0.00;0.00;9.06;83.16;11.18;86.31;30.90;171.96
2019;01;31;05;00;18.91;93.00;1019.00;0.00;0.00;9.00;73.74;10.74;76.43;25.92;170.41
2019;01;31;06;00;19.05;92.00;1019.40;0.00;0.00;9.45;72.26;11.53;75.53;22.73;169.05
2019;01;31;07;00;19.03;93.00;1019.80;0.00;0.00;9.83;66.25;11.97;68.84;18.36;168.69
2019;01;31;08;00;19.68;89.00;1020.30;0.00;0.00;10.70;47.73;11.48;48.81;12.78;170.27
2019;01;31;09;00;20.23;86.00;1020.80;0.00;0.00;11.30;37.23;11.02;38.37;8.05;169.70
2019;01;31;10;00;20.68;82.00;1021.30;0.00;0.00;10.88;34.22;10.38;33.69;4.10;164.74
2019;01;31;11;00;21.25;78.00;1021.50;0.00;0.00;10.74;39.56;10.23;39.29;1.61;153.43
2019;01;31;12;00;21.76;74.00;1021.10;0.00;0.00;10.97;48.99;11.75;49.97;0.80;26.57
2019;01;31;13;00;22.47;70.00;1020.40;0.00;0.00;10.23;50.71;11.53;51.34;3.62;5.71
2019;01;31;14;00;22.35;69.00;1019.90;0.00;0.00;9.22;51.34;10.23;50.71;6.57;9.46
2019;01;31;15;00;22.38;70.00;1019.50;0.00;0.00;7.99;54.16;8.71;51.71;8.31;17.65
2019;01;31;16;00;22.23;71.00;1019.40;0.00;0.00;6.79;57.99;8.09;57.72;10.16;22.93
2019;01;31;17;00;21.96;72.00;1019.20;0.00;0.00;5.80;60.26;6.99;55.49;11.75;27.35
2019;01;31;18;00;21.54;74.00;1019.80;0.00;0.00;5.00;59.74;6.41;51.84;12.98;33.69
2019;01;31;19;00;20.26;81.00;1020.40;0.00;0.00;4.39;55.01;6.88;47.12;14.69;36.03
2019;01;31;20;00;21.56;73.00;1019.80;0.00;0.00;12.72;25.11;24.95;26.57;25.72;43.30
2019;01;31;21;00;21.25;66.00;1020.20;0.00;0.00;19.16;28.01;25.63;29.45;29.46;57.48
2019;01;31;22;00;20.97;63.00;1020.90;0.00;0.00;27.11;30.31;32.24;29.43;31.49;67.83
2019;01;31;23;00;19.50;53.00;1021.60;0.00;0.00;37.06;29.05;45.01;30.26;26.99;80.79
2019;02;01;00;00;17.62;52.00;1021.80;0.00;0.00;37.03;26.57;44.60;26.36;22.32;90.00
2019;02;01;01;00;15.91;56.00;1022.10;0.00;0.00;35.91;25.54;43.15;25.71;21.60;90.95
2019;02;01;02;00;14.60;58.00;1022.50;0.00;0.00;33.56;22.71;39.71;22.38;23.05;91.79
2019;02;01;03;00;13.77;60.00;1022.50;0.00;0.00;29.46;26.88;29.31;27.82;29.20;92.83
2019;02;01;04;00;13.89;59.00;1022.70;0.00;0.00;29.26;34.47;28.76;34.29;33.51;87.54
2019;02;01;05;00;13.68;60.00;1022.80;0.00;0.00;26.28;36.09;23.77;35.13;36.93;100.11
2019;02;01;06;00;13.33;60.00;1023.30;0.00;0.00;25.96;33.69;23.97;32.74;32.22;103.57
2019;02;01;07;00;12.86;60.00;1023.90;0.00;0.00;25.16;33.92;22.86;33.44;28.29;104.74
2019;02;01;08;00;13.28;60.00;1024.20;0.00;0.00;25.13;38.02;22.83;37.95;23.69;106.78
2019;02;01;09;00;14.29;59.00;1024.50;0.00;0.00;24.70;43.23;22.92;43.73;21.26;118.30
2019;02;01;10;00;15.22;60.00;1024.80;0.00;0.00;26.28;48.89;27.06;49.32;19.80;126.87
2019;02;01;11;00;16.36;61.00;1024.90;0.00;0.00;26.56;57.17;27.48;58.39;18.58;125.54
2019;02;01;12;00;17.05;62.00;1024.10;0.00;0.00;26.93;60.35;28.50;62.14;17.38;129.96
2019;02;01;13;00;17.25;63.00;1023.10;0.00;0.00;26.89;63.78;29.17;65.97;15.82;138.69
2019;02;01;14;00;17.28;64.00;1022.50;0.00;0.00;26.61;66.90;29.41;68.46;14.19;144.29
2019;02;01;15;00;17.09;67.00;1022.10;0.00;0.00;26.53;71.81;28.93;73.37;14.48;145.12
2019;02;01;16;00;16.85;71.00;1021.70;0.00;0.00;26.90;74.48;30.04;76.13;16.78;144.61
2019;02;01;17;00;16.68;73.00;1021.20;0.00;0.00;27.07;76.15;30.30;76.95;21.44;139.09
2019;02;01;18;00;16.49;75.00;1021.30;0.00;0.00;27.33;77.06;31.28;78.04;23.51;139.97
2019;02;01;19;00;16.50;77.00;1021.40;0.00;0.00;27.82;79.56;32.08;80.96;22.71;154.65
2019;02;01;20;00;18.15;78.00;1020.40;0.00;0.00;23.93;96.91;29.07;97.83;28.53;132.95
2019;02;01;21;00;18.52;80.00;1020.40;0.00;0.00;26.08;96.34;31.26;97.94;33.06;144.75
2019;02;01;22;00;18.48;85.00;1020.40;0.00;0.00;25.58;92.42;30.68;94.04;43.18;151.08
2019;02;01;23;00;18.47;85.00;1020.30;0.00;0.00;25.92;90.80;30.26;92.05;50.05;142.31
2019;02;02;00;00;18.49;82.00;1019.90;0.00;0.00;25.56;89.19;30.60;90.00;55.03;144.85
2019;02;02;01;00;18.54;81.00;1019.60;0.00;0.00;25.94;87.61;30.60;89.33;54.02;146.42
2019;02;02;02;00;18.38;85.00;1019.40;0.00;0.00;26.73;85.36;31.73;86.75;56.38;143.57
2019;02;02;03;00;18.20;86.00;1018.90;0.10;0.00;26.44;83.75;30.70;85.29;55.95;144.16
2019;02;02;04;00;18.10;87.00;1018.40;0.10;0.00;26.12;82.87;30.81;83.29;55.92;145.49
2019;02;02;05;00;17.96;89.00;1017.90;0.00;0.00;26.20;77.30;30.15;78.29;55.62;146.62
2019;02;02;06;00;17.78;91.00;1018.10;0.00;0.00;26.37;75.77;30.39;76.29;55.64;147.96
2019;02;02;07;00;17.69;92.00;1018.40;0.20;0.00;27.18;78.54;31.14;79.34;56.18;149.16
2019;02;02;08;00;17.87;90.00;1018.50;0.10;0.00;28.05;81.14;32.38;81.69;58.01;151.05
2019;02;02;09;00;17.90;89.00;1018.90;0.10;0.00;29.02;82.87;32.60;83.66;57.56;150.39
2019;02;02;10;00;18.36;87.00;1019.10;0.10;0.00;28.94;84.29;32.86;85.60;57.20;151.02
2019;02;02;11;00;18.75;86.00;1019.20;0.10;0.00;28.50;86.38;32.07;87.43;55.72;152.28
2019;02;02;12;00;19.13;86.00;1018.60;0.20;0.00;27.73;88.51;31.68;89.35;56.52;152.29
2019;02;02;13;00;19.62;86.00;1017.60;0.20;0.00;27.02;92.29;30.27;92.73;57.16;152.63
2019;02;02;14;00;20.23;86.00;1016.90;0.00;0.00;26.12;97.13;29.89;99.01;56.84;154.08
2019;02;02;15;00;20.42;86.00;1016.50;0.00;0.00;24.57;100.98;28.04;102.61;52.75;157.11
2019;02;02;16;00;20.36;88.00;1016.10;0.00;0.00;22.81;101.84;25.85;102.87;46.60;159.18
2019;02;02;17;00;20.28;90.00;1015.70;0.10;0.00;21.75;102.43;25.32;104.83;37.29;164.89
2019;02;02;18;00;19.90;93.00;1016.20;0.00;0.00;21.40;102.63;26.02;104.42;32.97;169.30
2019;02;02;19;00;19.72;95.00;1016.60;0.10;0.00;20.97;101.89;25.76;105.40;36.85;165.28
2019;02;02;20;00;18.82;94.00;1016.80;0.10;0.00;21.32;94.84;26.12;97.13;52.83;162.55
2019;02;02;21;00;19.49;86.00;1017.00;0.00;0.00;16.30;83.66;18.78;85.60;36.36;168.58
2019;02;02;22;00;19.22;89.00;1017.00;0.00;0.00;17.41;82.87;19.92;83.77;34.74;169.85
2019;02;02;23;00;19.14;90.00;1017.20;0.00;0.00;18.09;84.29;20.60;84.99;34.39;169.75
2019;02;03;00;00;19.19;91.00;1016.70;0.00;0.00;19.47;86.82;23.08;86.42;33.09;171.87
2019;02;03;01;00;19.25;92.00;1016.30;0.00;0.00;20.55;86.99;24.14;87.44;31.49;174.09
2019;02;03;02;00;19.24;93.00;1016.00;0.00;0.00;20.16;88.98;24.12;89.14;29.91;177.24
2019;02;03;03;00;19.20;94.00;1015.70;0.00;0.00;19.08;90.00;23.04;90.00;27.72;180.00
2019;02;03;04;00;19.33;95.00;1015.50;0.00;0.00;18.37;92.25;22.01;93.75;25.01;186.61
2019;02;03;05;00;19.37;95.00;1015.50;0.00;0.00;17.65;92.34;21.29;93.88;23.86;191.31
2019;02;03;06;00;19.37;95.00;1015.90;0.00;0.00;16.92;90.00;20.52;91.01;22.53;192.93
2019;02;03;07;00;19.48;95.00;1016.30;0.00;0.00;15.48;88.67;19.44;91.06;21.92;194.26
2019;02;03;08;00;20.07;94.00;1016.60;0.00;0.00;15.50;87.34;18.36;90.00;20.19;201.99
2019;02;03;09;00;21.14;88.00;1017.10;0.00;0.00;15.16;85.91;16.56;88.75;17.73;209.17
2019;02;03;10;00;22.20;83.00;1017.40;0.00;0.00;14.04;90.00;14.40;90.00;16.28;215.10
2019;02;03;11;00;23.11;78.00;1017.80;0.00;0.00;12.60;90.00;12.24;90.00;14.53;228.01
2019;02;03;12;00;23.67;76.00;1017.60;0.00;19.15;11.88;90.00;11.17;88.15;11.44;241.82
2019;02;03;13;00;24.01;73.00;1017.10;0.00;3.83;11.52;90.00;10.45;88.03;9.83;261.57
2019;02;03;14;00;24.07;73.00;1016.80;0.00;24.26;10.50;95.91;9.73;92.12;9.89;280.49
2019;02;03;15;00;23.86;74.00;1016.50;0.00;0.64;9.69;111.80;8.43;109.98;9.98;295.64
2019;02;03;16;00;23.34;77.00;1016.30;0.00;22.34;10.23;129.29;9.73;128.99;9.16;315.00
2019;02;03;17;00;22.54;81.00;1016.10;0.00;12.77;10.80;143.13;10.59;144.69;8.89;338.63
2019;02;03;18;00;20.84;88.00;1016.40;0.00;56.17;10.00;149.74;10.19;147.99;9.01;357.71
2019;02;03;19;00;19.89;93.00;1017.00;0.00;0.00;8.53;152.35;8.09;147.72;8.47;12.26
2019;02;03;20;00;19.59;94.00;1017.30;0.00;0.00;7.41;150.95;7.49;144.78;8.29;34.38
2019;02;03;21;00;19.37;94.00;1017.60;0.00;0.00;6.76;154.80;7.10;149.53;8.79;55.01
2019;02;03;22;00;19.12;94.00;1017.90;0.00;0.00;5.69;161.57;6.76;154.80;9.34;62.45
2019;02;03;23;00;18.84;94.00;1018.10;0.00;0.00;4.35;155.56;5.32;151.70;9.83;66.25
