Date Time,NO2,O3,SO2,CO,PM10,PM2.5,station,aqhi_instant,aqi,aqhi_official
2019-03-22 10:00:00,34.5,16.3,2.5,,21.1,16.7,Tai Po,2.0,60.0,2
2019-03-22 10:00:00,51.2,5.3,7.3,,27.3,15.8,Sham Shui Po,3.0,59.0,2
2019-03-22 10:00:00,56.5,7.4,8.1,669.2,19.3,14.6,Tsuen Wan,3.0,56.0,2
2019-03-22 10:00:00,69.0,4.6,5.1,,27.0,19.0,Kwun Tong,4.0,66.0,3
2019-03-22 10:00:00,44.9,9.5,7.7,706.1,19.4,11.8,Tseung Kwan O,3.0,49.0,2
2019-03-22 10:00:00,129.2,1.1,18.1,,44.7,26.4,Central,7.0,81.0,3
2019-03-22 10:00:00,32.7,19.5,8.3,,16.1,12.2,Central/Western,2.0,51.0,2
2019-03-22 10:00:00,20.4,29.1,2.1,373.5,21.5,13.6,Tung Chung,2.0,54.0,2
2019-03-22 10:00:00,76.4,0.7,8.9,579.5,30.0,20.3,Mong Kok,4.0,68.0,3
2019-03-22 10:00:00,68.9,3.2,13.1,,30.1,18.5,Kwai Chung,4.0,64.0,3
2019-03-22 10:00:00,72.0,4.9,7.8,677.3,44.6,30.1,Causeway Bay,5.0,89.0,3
2019-03-22 10:00:00,36.1,19.9,3.7,354.0,24.5,14.0,Yuen Long,2.0,55.0,2
2019-03-22 10:00:00,43.0,13.2,1.8,,21.5,17.5,Eastern,3.0,62.0,2
2019-03-22 10:00:00,27.9,9.5,5.4,354.6,18.3,14.9,Tap Mun,2.0,57.0,2
2019-03-22 10:00:00,43.1,12.7,5.1,668.2,35.1,20.9,Tuen Mun,3.0,69.0,2
2019-03-22 11:00:00,61.1,3.3,12.3,,28.6,17.9,Kwai Chung,4.0,63.0,3
2019-03-22 11:00:00,42.4,15.1,7.2,,19.4,13.8,Central/Western,3.0,55.0,2
2019-03-22 11:00:00,51.3,9.1,2.7,,19.5,16.3,Eastern,3.0,60.0,2
2019-03-22 11:00:00,39.7,16.3,4.7,648.8,37.3,18.9,Tuen Mun,3.0,65.0,2
2019-03-22 11:00:00,62.0,6.2,3.8,,31.0,20.0,Kwun Tong,4.0,68.0,3
2019-03-22 11:00:00,42.3,15.6,3.5,433.4,25.0,16.4,Yuen Long,3.0,60.0,2
2019-03-22 11:00:00,52.8,5.1,7.1,,32.3,14.9,Sham Shui Po,3.0,57.0,2
2019-03-22 11:00:00,87.0,5.2,10.2,834.5,46.4,28.9,Central,5.0,86.0,4
2019-03-22 11:00:00,40.2,15.4,2.8,,19.3,14.7,Tai Po,2.0,56.0,2
2019-03-22 11:00:00,83.3,1.2,9.1,669.0,30.8,20.9,Mong Kok,5.0,69.0,3
2019-03-22 11:00:00,25.6,14.4,5.5,305.0,22.4,15.6,Tap Mun,2.0,58.0,2
2019-03-22 11:00:00,43.6,11.0,4.4,433.9,20.4,12.9,Tung Chung,3.0,53.0,2
2019-03-22 11:00:00,,,,,20.8,15.4,Tsuen Wan,,58.0,2
2019-03-22 11:00:00,47.7,8.8,7.8,703.3,25.4,13.5,Tseung Kwan O,3.0,54.0,2
2019-03-22 11:00:00,65.1,5.7,5.4,612.4,44.7,29.1,Causeway Bay,4.0,87.0,3
2019-03-22 11:00:00,46.0,11.6,5.3,,23.2,10.1,Sha Tin,3.0,42.0,2
2019-03-22 12:00:00,27.3,14.9,5.5,324.3,21.5,17.1,Tap Mun,2.0,62.0,2
2019-03-22 12:00:00,40.9,12.9,3.1,,22.6,16.3,Tai Po,3.0,60.0,2
2019-03-22 12:00:00,39.8,15.7,4.7,644.5,46.5,17.0,Tuen Mun,3.0,61.0,3
2019-03-22 12:00:00,60.0,5.2,10.2,651.1,21.4,13.7,Tsuen Wan,3.0,54.0,2
2019-03-22 12:00:00,30.6,26.4,1.1,,22.5,16.4,Eastern,2.0,60.0,2
2019-03-22 12:00:00,64.6,2.4,14.3,,32.1,20.1,Kwai Chung,4.0,68.0,3
2019-03-22 12:00:00,17.0,35.0,5.0,,19.0,13.5,Central/Western,1.0,54.0,2
2019-03-22 12:00:00,61.5,7.1,4.3,,39.0,21.2,Kwun Tong,4.0,70.0,3
2019-03-22 12:00:00,57.2,3.7,7.4,,34.2,15.5,Sham Shui Po,4.0,58.0,2
2019-03-22 12:00:00,78.2,1.2,7.7,605.9,33.8,23.4,Mong Kok,5.0,75.0,3
2019-03-22 12:00:00,38.4,21.2,3.8,416.9,33.9,13.8,Yuen Long,3.0,55.0,2
2019-03-22 12:00:00,71.5,6.0,4.6,555.6,41.4,27.4,Causeway Bay,4.0,83.0,3
2019-03-22 12:00:00,43.3,14.4,7.8,691.5,29.4,15.4,Tseung Kwan O,3.0,58.0,2
2019-03-22 12:00:00,47.3,16.0,5.0,588.4,25.3,18.3,Central,3.0,64.0,3
2019-03-22 12:00:00,51.4,7.3,6.0,,15.9,3.8,Sha Tin,3.0,15.0,2
2019-03-22 12:00:00,28.2,23.4,2.9,408.9,22.8,13.8,Tung Chung,2.0,55.0,2
2019-03-22 13:00:00,45.8,12.1,5.5,,27.5,13.6,Sha Tin,3.0,54.0,2
2019-03-22 13:00:00,91.8,1.7,7.7,562.4,33.1,24.0,Mong Kok,5.0,76.0,3
2019-03-22 13:00:00,19.9,28.0,5.7,303.1,31.0,14.5,Tap Mun,2.0,56.0,2
2019-03-22 13:00:00,57.0,16.4,3.9,502.8,32.6,22.1,Causeway Bay,4.0,72.0,3
2019-03-22 13:00:00,41.5,18.2,4.6,621.0,22.7,17.7,Central,3.0,63.0,3
